ACCIDENT_NO,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LGA_NAME,LGA NAME ALL,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH
T20150019674,294383,N,2497693.565,2447527.226,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.472868,144.973923,3753
T20150019677,46015,I,2517814.39,2392491.488,DANDENONG,DANDENONG,MELB_URBAN,-37.968591,145.202738,3175
T20150019678,294205,N,2531490.323,2427821.708,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.649903,145.35687,3775
T20150019680,296913,N,2514076.303,2394012.453,DANDENONG,DANDENONG,MELB_URBAN,-37.954952,145.160167,3171
T20150019681,294206,N,2498703.592,2411406.223,YARRA,YARRA,MELB_URBAN,-37.798344,144.985279,3066
T20150019682,229693,I,2497957.228,2406890.222,MELBOURNE,MELBOURNE,MELB_URBAN,-37.839032,144.976792,3004
T20150019684,299100,N,2476262.482,2406967.194,WYNDHAM,WYNDHAM,RURAL_VICTORIA,-37.838037,144.73032,3029
T20150019685,295688,N,2236440.056,2807341.576,MILDURA,MILDURA,SMALL_CITIES,-34.194987,142.143113,3500
T20150019686,357061,N,2452968.431,2450432.392,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.445508,144.46844,3458
T20150019688,294243,N,2727264.389,2484139.676,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.115419,147.557758,3898
T20150019689,294211,N,2427255.038,2447557.765,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.469764,144.177554,3342
T20150019690,357063,N,2636220.203,2365642.35,LATROBE,LATROBE,SMALL_CITIES,-38.20062,146.55512,3844
T20150019694,42513,I,2513213.186,2393212.784,DANDENONG,DANDENONG,MELB_URBAN,-37.962169,145.150361,3172
T20150019697,294438,N,2356538.588,2465219.345,PYRENEES,PYRENEES,RURAL_VICTORIA,-37.302451,143.381552,3373
T20150019698,38904,I,2502561.924,2410611.381,BOROONDARA,BOROONDARA,MELB_URBAN,-37.805503,145.029093,3101
T20150019699,54423,I,2330292.913,2422481.245,ARARAT,"PYRENEES,ARARAT",RURAL_VICTORIA,-37.683101,143.075794,3351
T20150019701,295350,N,2507220.675,2413452.711,BOROONDARA,BOROONDARA,MELB_URBAN,-37.779877,145.08197,3104
T20150019703,294212,N,2597695.868,2396068.415,BAW BAW,BAW BAW,RURAL_VICTORIA,-37.931398,146.111311,3825
T20150019704,294263,I,2527280.042,2414516.026,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.769925,145.309647,3138
T20150019706,294294,N,2511802.184,2465685.146,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.309168,145.133151,3658
T20150019708,294282,N,2468183.191,2401055.271,WYNDHAM,WYNDHAM,MELB_URBAN,-37.891061,144.638278,3030
T20150019709,676180,N,2520594.181,2387631.659,DANDENONG,DANDENONG,MELB_URBAN,-38.012317,145.23451,3175
T20150019711,44555,I,2493238.33,2423285.533,HUME,HUME,MELB_URBAN,-37.691284,144.92333,3047
T20150019712,294341,N,2546316.835,2428992.916,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.638731,145.524818,3777
T20150019713,57726,I,2515323.943,2389139.048,DANDENONG,DANDENONG,MELB_URBAN,-37.998839,145.174465,3173
T20150019714,29396,I,2497247.653,2410316.555,MELBOURNE,MELBOURNE,MELB_URBAN,-37.808158,144.968743,3000
T20150019714,29396,I,2497247.653,2410316.555,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.808158,144.968743,3000
T20150019716,294244,N,2532230.561,2381994.356,CASEY,CASEY,MELB_URBAN,-38.062773,145.367262,3806
T20150019720,44511,I,2502719.313,2417769.477,DAREBIN,DAREBIN,MELB_URBAN,-37.741006,145.030854,3072
T20150019722,294580,N,2328416.515,2462583.82,ARARAT,ARARAT,RURAL_VICTORIA,-37.321466,143.063771,3377
T20150019723,36667,I,2499372.01,2411161.89,YARRA,YARRA,MELB_URBAN,-37.800546,144.992869,3067
T20150019724,33419,I,2443057.266,2371011.419,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.160526,144.3503,3220
T20150019726,303205,N,2444819.279,2362227.469,GEELONG,GEELONG,RURAL_VICTORIA,-38.23976,144.36974,3217
T20150019727,93135,N,2493140.834,2419660.115,MORELAND,MERRI-BEK,MELB_URBAN,-37.72395,144.922191,3046
T20150019729,44550,I,2493546.187,2423857.401,HUME,HUME,MELB_URBAN,-37.686133,144.926826,3047
T20150019731,36369,I,2667706.352,2594123.391,WODONGA,WODONGA,SMALL_CITIES,-36.136919,146.863438,3690
T20150019732,295366,N,2517463.199,2446348.209,WHITTLESEA,WHITTLESEA,RURAL_VICTORIA,-37.483332,145.19747,3757
T20150019734,38760,I,2490831.221,2408798.309,MARIBYRNONG,"HOBSONS BAY,MARIBYRNONG",MELB_URBAN,-37.821797,144.895857,3015
T20150019735,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,MELB_URBAN,-37.834146,144.982524,3141
T20150019736,35555,I,2507495.393,2399065.106,MONASH,"GLEN EIRA,MONASH",MELB_URBAN,-37.909506,145.085235,3166
T20150019737,51739,I,2432343.395,2521387.612,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.80482,144.241728,3555
T20150019738,10493,N,2505978.286,2423860.25,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.686111,145.067782,3083
T20150019739,294258,N,2497332.305,2410977.921,MELBOURNE,MELBOURNE,MELB_URBAN,-37.8022,144.969707,3053
T20150019740,295070,N,2525270.353,2407048.98,KNOX,KNOX,MELB_URBAN,-37.83726,145.287091,3155
T20150019742,295007,N,2504044.068,2405793.328,STONNINGTON,STONNINGTON,MELB_URBAN,-37.848908,145.045951,3146
T20150019743,37917,I,2499671.149,2413086.677,DAREBIN,DAREBIN,MELB_URBAN,-37.783203,144.996267,3070
T20150019744,295034,N,2581948.81,2475069.751,MURRINDINDI,"MURRINDINDI,MURRINDINDI",SMALL_TOWNS,-37.221089,145.92348,3713
T20150019747,294484,N,2497163.058,2410037.413,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.810673,144.967781,3000
T20150019748,294626,N,2789383.802,2477425.48,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.1588,148.258983,3885
T20150019749,29829,I,2541026.58,2365428.64,CARDINIA,CARDINIA,RURAL_VICTORIA,-38.211659,145.468418,3981
T20150019750,47464,I,2443170.863,2374665.83,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.127612,144.35188,3215
T20150019755,294295,N,2250351.038,2528728.721,HORSHAM,HORSHAM,SMALL_CITIES,-36.708058,142.20518,3400
T20150019757,45625,I,2496342.427,2414927.585,MORELAND,MERRI-BEK,MELB_URBAN,-37.766609,144.958486,3056
T20150019758,287872,I,2388442.626,2438621.292,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.546456,143.737448,3352
T20150019760,294255,N,2521030.005,2391640.449,CASEY,CASEY,MELB_URBAN,-37.976191,145.239358,3802
T20150019764,294270,N,2495419.576,2408284.626,MELBOURNE,MELBOURNE,MELB_URBAN,-37.826459,144.94797,3006
T20150019765,851,I,2496798.176,2419272.678,MORELAND,MERRI-BEK,MELB_URBAN,-37.72746,144.963678,3058
T20150019766,52409,I,2645231.152,2320792.455,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.603167,146.666935,3971
T20150019767,294289,N,2496300.762,2414422.831,MORELAND,MERRI-BEK,MELB_URBAN,-37.771157,144.958011,3056
T20150019769,294302,N,2501550.507,2398412.175,BAYSIDE,BAYSIDE,MELB_URBAN,-37.915418,145.017633,3187
T20150019772,271173,I,2504164.023,2417278.104,BANYULE,BANYULE,MELB_URBAN,-37.745428,145.047249,3081
T20150019773,294635,N,2615974.691,2364485.237,LATROBE,LATROBE,RURAL_VICTORIA,-38.2138,146.324209,3825
T20150019777,294477,N,2472514.604,2405595.819,WYNDHAM,WYNDHAM,MELB_URBAN,-37.85029,144.68769,3029
T20150019780,294272,N,2443282.229,2376879.128,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.10768,144.353321,3215
T20150019781,294921,N,2773156.715,2408004.063,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.788899,148.101833,3909
T20150019782,39122,I,2506238.35,2407917.322,BOROONDARA,BOROONDARA,MELB_URBAN,-37.829759,145.070865,3124
T20150019784,45139,I,2487418.485,2413397.187,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.780321,144.857172,3019
T20150019785,49662,I,2443724.312,2380603.271,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.074157,144.358648,3214
T20150019786,44713,I,2508336.343,2421908.134,BANYULE,BANYULE,MELB_URBAN,-37.703682,145.09454,3088
T20150019789,294314,N,2496539.538,2405265.867,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.853663,144.960678,3206
T20150019790,294430,N,2395548.139,2437735.71,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.555258,143.817731,3350
T20150019791,357065,N,2655044.891,2384156.217,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.0309,146.76606,3858
T20150019793,294589,N,2484739.366,2415412.576,BRIMBANK,BRIMBANK,MELB_URBAN,-37.762121,144.8268,3020
T20150019794,294264,I,2522846.987,2381358.009,CASEY,CASEY,MELB_URBAN,-38.068784,145.260358,3975
T20150019796,294531,N,2535684.757,2441433.575,MURRINDINDI,"MURRINDINDI,MURRINDINDI,YARRA RANGES",RURAL_VICTORIA,-37.527099,145.403749,3775
T20150019800,53021,I,2400120.229,2432422.037,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.603636,143.868762,3350
T20150019802,294283,N,2524783.521,2366487.175,CASEY,CASEY,RURAL_VICTORIA,-38.202701,145.28293,3977
T20150019803,294309,N,2429769.621,2492551.637,MOUNT ALEXANDER,MOUNT ALEXANDER,TOWNS,-37.0645,144.210202,3450
T20150019804,295870,N,2484134.268,2406954.774,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.838317,144.81975,3025
T20150019806,38974,I,2503856.835,2410293.446,BOROONDARA,BOROONDARA,MELB_URBAN,-37.808363,145.0438,3101
T20150019807,50829,I,2646392.078,2607604.364,INDIGO,INDIGO,RURAL_VICTORIA,-36.018962,146.624103,3685
T20150019809,294293,N,2351461.775,2305776.135,COLAC OTWAY,COLAC OTWAY,RURAL_VICTORIA,-38.737851,143.292023,3237
T20150019811,29421,I,2500070.501,2423017.523,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.693723,145.000799,3074
T20150019812,17553,I,2626962.65,2603210.228,INDIGO,INDIGO,RURAL_VICTORIA,-36.061348,146.409304,3685
T20150019813,294307,O,2369535.007,2681016.638,SWAN HILL,SWAN HILL,TOWNS,-35.359778,143.564844,3585
T20150019815,298324,N,2488713.044,2411570.119,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.796799,144.87184,3012
T20150019816,294296,N,2497837.325,2411815.931,MELBOURNE,"MELBOURNE,YARRA",MELB_URBAN,-37.79465,144.975444,3065
T20150019819,294292,I,2504951.791,2364566.388,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.220322,145.056543,3931
T20150019821,36804,I,2495254.744,2407949.397,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.829479,144.946096,3205
T20150019823,357655,N,2499958.149,2418024.892,DAREBIN,DAREBIN,MELB_URBAN,-37.738709,144.999525,3072
T20150019826,295281,N,2399058.59,2436781.663,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.56424,143.857332,3350
T20150019830,604232,N,2513706.458,2396434.988,DANDENONG,DANDENONG,MELB_URBAN,-37.933132,145.155914,3171
T20150019833,37273,I,2526824.644,2385133.109,CASEY,CASEY,MELB_URBAN,-38.034668,145.305548,3805
T20150019834,295212,N,2608346.302,2380196.502,BAW BAW,BAW BAW,RURAL_VICTORIA,-38.0732,146.234791,3825
T20150019836,294298,N,2438622.699,2525047.224,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.772268,144.312398,3550
T20150019837,53376,I,2475811.949,2593705.314,CAMPASPE,CAMPASPE,RURAL_VICTORIA,-36.155173,144.731192,3564
T20150019839,294300,N,2499804.573,2408373.521,YARRA,YARRA,MELB_URBAN,-37.825669,144.99778,3121
T20150019840,29421,I,2500070.501,2423017.523,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.693723,145.000799,3074
T20150019841,51561,I,2433754.881,2527823.481,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.746919,144.258109,3550
T20150019843,243934,I,2397676.487,2434938.739,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.580695,143.841434,3350
T20150019845,295052,N,2466614.932,2472680.935,MACEDON RANGES,MACEDON RANGES,RURAL_VICTORIA,-37.245604,144.623668,3435
T20150019848,239030,I,2442359.127,2366958.673,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.196991,144.342015,3216
T20150019849,39959,I,2487351.876,2407653.614,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.83207,144.856317,3025
T20150019852,294936,N,2515616.84,2410143.526,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.80959,145.177354,3131
T20150019853,10850,I,2495417.265,2408410.596,MELBOURNE,MELBOURNE,MELB_URBAN,-37.825324,144.947945,3008
T20150019855,294437,N,2506976.321,2417297.135,BANYULE,BANYULE,MELB_URBAN,-37.74524,145.07916,3084
T20150019859,41734,I,2511975.791,2400068.152,MONASH,MONASH,MELB_URBAN,-37.900422,145.136168,3149
T20150019860,294280,N,2565788.3,2594742.123,MOIRA,MOIRA,RURAL_VICTORIA,-36.14386,145.731021,3728
T20150019862,294392,N,2451146.083,2368470.903,GEELONG,GEELONG,RURAL_VICTORIA,-38.183873,144.442419,3224
T20150019863,294337,N,2444715.801,2365498.213,GEELONG,GEELONG,RURAL_VICTORIA,-38.21029,144.368805,3217
T20150019864,29887,I,2498463.735,2404924.47,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.856744,144.982542,3182
T20150019866,295594,N,2514288.251,2495560.557,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.0399,145.160629,3660
T20150019869,295106,N,2504582.353,2406835.386,BOROONDARA,BOROONDARA,MELB_URBAN,-37.839517,145.052061,3123
T20150019870,357064,N,2613194.039,2351950.835,LATROBE,LATROBE,RURAL_VICTORIA,-38.327045,146.294409,3869
T20150019871,53152,I,2509301.199,2577804.18,CAMPASPE,CAMPASPE,RURAL_VICTORIA,-36.298744,145.103559,3620
T20150019872,294716,I,2772512.677,2414347.622,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.731961,148.092186,3887
T20150019876,294399,N,2510732.256,2398563.232,MONASH,MONASH,MELB_URBAN,-37.913996,145.122051,3168
T20150019878,294401,N,2558244.461,2446403.613,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.48118,145.658601,3778
T20150019879,294330,N,2532675.524,2384330.274,CARDINIA,CARDINIA,MELB_URBAN,-38.041713,145.372228,3807
T20150019881,294324,N,2515743.318,2410659.262,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.804941,145.17878,3131
T20150019883,656163,N,2493822.774,2418212.076,MORELAND,MERRI-BEK,MELB_URBAN,-37.737002,144.929915,3044
T20150019884,50129,I,2443278.503,2369504.596,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.174113,144.352707,3216
T20150019885,44074,I,2500271.402,2418926.115,DAREBIN,DAREBIN,MELB_URBAN,-37.730589,145.003079,3072
T20150019887,294444,N,2493808.081,2428376.128,HUME,HUME,MELB_URBAN,-37.645419,144.929833,3048
T20150019888,294328,N,2507577.272,2399699.504,MONASH,MONASH,MELB_URBAN,-37.90379,145.08616,3166
T20150019889,294699,N,2538782.445,2584420.323,SHEPPARTON,SHEPPARTON,RURAL_VICTORIA,-36.23837,145.431465,3634
T20150019890,294498,N,2500593.62,2411071.612,BOROONDARA,BOROONDARA,MELB_URBAN,-37.801359,145.006741,3101
T20150019891,294461,N,2493850.874,2428332.64,HUME,HUME,MELB_URBAN,-37.645811,144.930318,3048
T20150019893,294431,N,2229973.491,2802171.251,MILDURA,MILDURA,RURAL_VICTORIA,-34.23976,142.071338,3500
T20150019894,295375,N,2531311.711,2415889.67,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.757421,145.35535,3140
T20150019895,294480,N,2480697.571,2420090.173,BRIMBANK,BRIMBANK,MELB_URBAN,-37.7199,144.78105,3037
T20150019896,357067,N,2511895.566,2374368.272,FRANKSTON,FRANKSTON,MELB_URBAN,-38.131959,145.135672,3199
T20150019897,49713,I,2442751.749,2378833.974,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.090037,144.347426,3214
T20150019901,294342,I,2516837.425,2354152.084,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.313995,145.192502,3915
T20150019902,262183,N,2497340.93,2423325.341,HUME,HUME,MELB_URBAN,-37.690946,144.969849,3060
T20150019903,60226,I,2503943.503,2477320.269,MITCHELL,MITCHELL,TOWNS,-37.204382,145.044429,3658
T20150019904,294483,N,2495712.767,2408165.396,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.827535,144.9513,3006
T20150019906,45633,I,2496562.429,2414126.254,MORELAND,MERRI-BEK,MELB_URBAN,-37.77383,144.960979,3056
T20150019908,295887,N,2519780.891,2400163.488,KNOX,KNOX,MELB_URBAN,-37.89943,145.224912,3179
T20150019910,296708,N,2276180.332,2497328.583,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,RURAL_VICTORIA,-36.997429,142.484913,3385
T20150019913,65063,I,2520718.73,2411722.089,MAROONDAH,MAROONDAH,MELB_URBAN,-37.795268,145.23525,3134
T20150019915,294428,N,2460502.798,2425225.595,MELTON,MELTON,SMALL_CITIES,-37.672991,144.552254,3337
T20150019916,294336,N,2512990.447,2423716.566,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.687334,145.147289,3095
T20150019918,294394,N,2505198.288,2422524.689,BANYULE,BANYULE,MELB_URBAN,-37.698149,145.058948,3083
T20150019922,59830,I,2434875.023,2524091.9,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.780626,144.270333,3555
T20150019924,293118,I,2502576.04,2421183.036,DAREBIN,DAREBIN,MELB_URBAN,-37.710249,145.029217,3073
T20150019925,294576,N,2486476.769,2408407.447,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.825265,144.84639,3025
T20150019926,357069,N,2492895.974,2415849.67,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.758281,144.919377,3039
T20150019928,38568,I,2486491.676,2409278.411,BRIMBANK,"HOBSONS BAY,BRIMBANK",MELB_URBAN,-37.817418,144.846575,3012
T20150019932,294349,I,2514872.998,2397649.933,MONASH,MONASH,MELB_URBAN,-37.922168,145.169159,3170
T20150019933,357510,N,2527068.3,2384693.964,CASEY,CASEY,MELB_URBAN,-38.038617,145.30834,3805
T20150019935,38869,I,2502070.236,2409764.76,BOROONDARA,BOROONDARA,MELB_URBAN,-37.813132,145.023512,3122
T20150019936,294462,N,2497583.492,2414921.264,MORELAND,MERRI-BEK,MELB_URBAN,-37.76667,144.972572,3057
T20150019940,294700,N,2501691.339,2417919.226,DAREBIN,DAREBIN,MELB_URBAN,-37.739659,145.01919,3072
T20150019943,294391,N,2450334.84,2425073.759,MOORABOOL,MOORABOOL,SMALL_CITIES,-37.673872,144.436981,3340
T20150019944,295120,N,2548044.469,2393511.353,CARDINIA,CARDINIA,SMALL_TOWNS,-37.958331,145.546702,3783
T20150019945,46819,I,2497870.374,2407120.857,MELBOURNE,"MELBOURNE,PORT PHILLIP",MELB_URBAN,-37.836953,144.975806,3004
T20150019946,294339,N,2541482.702,2606176.572,MOIRA,MOIRA,RURAL_VICTORIA,-36.04218,145.460335,3640
T20150019947,36651,I,2510912.083,2386579.266,KINGSTON,KINGSTON,MELB_URBAN,-38.021963,145.124274,3195
T20150019948,295088,N,2687604.817,2381870.821,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.045472,147.137409,3851
T20150019949,35437,N,2485020.12,2408743.832,HOBSONS BAY,"HOBSONS BAY,BRIMBANK",MELB_URBAN,-37.822212,144.829851,3012
T20150019950,36135,I,2498639.015,2411515.172,YARRA,YARRA,MELB_URBAN,-37.797362,144.984546,3066
T20150019951,294340,N,2528470.074,2437795.376,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.56013,145.32226,3763
T20150019953,294751,N,2340773.23,2312624.117,CORANGAMITE,CORANGAMITE,RURAL_VICTORIA,-38.674404,143.170662,3269
T20150019955,40443,I,2505022.109,2404553.441,STONNINGTON,STONNINGTON,MELB_URBAN,-37.860074,145.057072,3146
T20150019956,294338,N,2509640.942,2387868.856,KINGSTON,KINGSTON,MELB_URBAN,-38.010359,145.10978,3195
T20150019957,294464,N,2519644.511,2408828.865,MAROONDAH,MAROONDAH,MELB_URBAN,-37.821359,145.22313,3134
T20150019958,357068,N,2397651.451,2433540.547,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.59329,143.840958,3356
T20150019959,294995,N,2494090.845,2433632.93,HUME,HUME,MELB_URBAN,-37.598053,144.933079,3064
T20150019965,294445,N,2476187.054,2435796.707,HUME,HUME,SMALL_CITIES,-37.57827,144.730391,3429
T20150019966,294354,N,2435494.033,2526524.698,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.758744,144.277475,3550
T20150019967,294892,N,2529377.684,2387357.446,CASEY,CASEY,MELB_URBAN,-38.014551,145.334539,3806
T20150019968,294449,N,2655396.019,2378676.474,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.0802,146.77122,3858
T20150019969,294435,N,2513712.517,2401447.293,MONASH,MONASH,MELB_URBAN,-37.887973,145.15589,3150
T20150019971,294794,N,2496926.912,2407836.838,MELBOURNE,MELBOURNE,MELB_URBAN,-37.8305,144.96509,3006
T20150019973,295771,N,2512665.506,2412701.209,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.78659,145.143793,3108
T20150019974,296214,N,2416953.268,2348039.37,SURF COAST,SURF COAST,RURAL_VICTORIA,-38.365476,144.049861,3241
T20150019975,294805,N,2497261.717,2408968.878,MELBOURNE,MELBOURNE,MELB_URBAN,-37.820301,144.968898,3004
T20150019977,42850,I,2509415.811,2390029.169,KINGSTON,KINGSTON,MELB_URBAN,-37.990898,145.107189,3195
T20150019979,296753,N,2499961.233,2406786.052,STONNINGTON,STONNINGTON,MELB_URBAN,-37.839972,144.99956,3141
T20150019981,292978,I,2500605.235,2420499.555,DAREBIN,DAREBIN,MELB_URBAN,-37.716411,145.006865,3073
T20150019985,50211,I,2440531.261,2368185.569,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.185823,144.32125,3216
T20150019987,357654,N,2656760.545,2370728.937,WELLINGTON,WELLINGTON,TOWNS,-38.151555,146.788471,3847
T20150019989,222039,I,2497642.009,2410364.904,YARRA,"YARRA,MELBOURNE",MELB_URBAN,-37.807724,144.973222,3065
T20150019991,294441,N,2523934.307,2426861.358,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.658781,145.271271,3775
T20150019992,305503,N,2500159.312,2416623.06,DAREBIN,DAREBIN,MELB_URBAN,-37.75134,145.001808,3072
T20150019993,294540,N,2499423.228,2412689.571,YARRA,YARRA,MELB_URBAN,-37.786781,144.993452,3068
T20150019998,242053,I,2492462.806,2416733.598,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.750313,144.91447,3040
T20150020002,300565,N,2506832.706,2411902.355,BOROONDARA,BOROONDARA,MELB_URBAN,-37.793849,145.07758,3104
T20150020003,222037,I,2497958.683,2410321.625,YARRA,YARRA,MELB_URBAN,-37.808115,144.976818,3065
T20150020004,294433,N,2613090.218,2385883.502,BAW BAW,BAW BAW,RURAL_VICTORIA,-38.021403,146.287973,3825
T20150020005,296450,N,2506975.724,2360934.117,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.253029,145.079688,3931
T20150020009,294508,N,2486789.374,2425699.987,HUME,HUME,MELB_URBAN,-37.669459,144.85025,3045
T20150020010,294427,N,2751945.243,2399942.898,EAST GIPPSLAND,EAST GIPPSLAND,SMALL_TOWNS,-37.867482,147.86387,3904
T20150020012,294378,N,2330181.27,2347912.64,CORANGAMITE,CORANGAMITE,RURAL_VICTORIA,-38.354743,143.057277,3266
T20150020015,43862,I,2529449.66,2380699.584,CASEY,CASEY,MELB_URBAN,-38.07453,145.335626,3806
T20150020017,294400,N,2499654.991,2405991.582,STONNINGTON,STONNINGTON,MELB_URBAN,-37.84713,144.99608,3181
T20150020019,294840,N,2392008.323,2467025.297,HEPBURN,HEPBURN,SMALL_TOWNS,-37.29094,143.781911,3370
T20150020020,294750,N,2410319.496,2331192.685,SURF COAST,SURF COAST,RURAL_VICTORIA,-38.516588,143.971888,3232
T20150020025,294476,N,2556791.7,2414825.958,YARRA RANGES,YARRA RANGES,TOWNS,-37.7658,145.644592,3799
T20150020027,42547,I,2514575.969,2396306.829,MONASH,"DANDENONG,MONASH",MELB_URBAN,-37.934273,145.165807,3171
T20150020030,295261,N,2503950.015,2395084.477,KINGSTON,KINGSTON,MELB_URBAN,-37.945392,145.04494,3190
T20150020034,47939,I,2498625.558,2411416.564,YARRA,YARRA,MELB_URBAN,-37.79825,144.984393,3066
T20150020035,290975,I,2500248.573,2417300.266,DAREBIN,DAREBIN,MELB_URBAN,-37.745238,145.002821,3072
T20150020038,295834,N,2533098.862,2566805.29,SHEPPARTON,SHEPPARTON,SMALL_CITIES,-36.39734,145.368994,3631
T20150020041,294500,N,2581428.666,2374375.607,BAW BAW,BAW BAW,RURAL_VICTORIA,-38.128391,145.928688,3820
T20150020042,46668,I,2531297.517,2406205.531,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.844676,145.3556,3767
T20150020043,71402,I,2444261.571,2378578.308,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.092432,144.364616,3214
T20150020044,294535,N,2569379.568,2402488.915,BAW BAW,"BAW BAW,YARRA RANGES",RURAL_VICTORIA,-37.8761,145.78862,3797
T20150020045,53013,I,2397403.911,2432914.892,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.5989,143.838069,3356
