ACCIDENT_NO,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LGA_NAME,LGA NAME ALL,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH
T20150019259,294352,N,2478505.682,2414261.506,BRIMBANK,"BRIMBANK,MELTON",RURAL_VICTORIA,-37.77237,144.756017,3023
T20150019260,294575,N,2503116.523,2402679.062,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.876971,145.035425,3161
T20150019261,294054,N,2398872.404,2437561.502,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.557194,143.855331,3350
T20150019263,224428,I,2518793.217,2360932.916,MORNINGTON PENINSULA,MORNINGTON PENINSULA,RURAL_VICTORIA,-38.252876,145.214688,3913
T20150019264,36261,I,2496602.425,2410500.574,MELBOURNE,MELBOURNE,MELB_URBAN,-37.806498,144.961417,3053
T20150019266,294015,N,2443281.768,2368552.697,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.182688,144.35267,3216
T20150019267,295821,N,2649415.641,2354951.587,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.294873,146.707921,3873
T20150019271,294045,N,2504820.616,2392374.847,KINGSTON,"BAYSIDE,KINGSTON",MELB_URBAN,-37.9698,145.054862,3192
T20150019272,296822,N,2531462.743,2406092.61,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.845688,145.357482,3767
T20150019273,39589,I,2483318.535,2418821.102,BRIMBANK,BRIMBANK,MELB_URBAN,-37.731385,144.810751,3021
T20150019275,41011,I,2525291.973,2407621.891,MAROONDAH,MAROONDAH,MELB_URBAN,-37.832098,145.287317,3153
T20150019276,294051,N,2559893.631,2450510.731,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.444067,145.676919,3711
T20150019282,294818,N,2439819.133,2353119.061,SURF COAST,SURF COAST,SMALL_CITIES,-38.321494,144.311879,3228
T20150019283,294202,N,2478502.837,2418793.017,MELTON,MELTON,MELB_URBAN,-37.73154,144.756117,3023
T20150019284,296008,N,2341071.226,2321816.831,CORANGAMITE,CORANGAMITE,RURAL_VICTORIA,-38.591681,143.176108,3268
T20150019285,294042,N,2493673.284,2412550.014,MELBOURNE,"MELBOURNE,MOONEE VALLEY",MELB_URBAN,-37.788017,144.92817,3031
T20150019287,47483,I,2492483.876,2349368.029,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.357211,144.914019,3939
T20150019289,295493,N,2416800.966,2356442.906,SURF COAST,SURF COAST,RURAL_VICTORIA,-38.28977,144.049079,3241
T20150019290,278590,I,2476890.565,2408522.503,WYNDHAM,WYNDHAM,RURAL_VICTORIA,-37.82404,144.737505,3029
T20150019291,294020,N,2496351.272,2409492.622,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.815579,144.95856,3000
T20150019294,30022,I,2400204.441,2437046.856,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.561974,143.870338,3350
T20150019295,42919,I,2515373.715,2392870.918,DANDENONG,DANDENONG,MELB_URBAN,-37.965216,145.174954,3174
T20150019296,41755,I,2512815.495,2401586.527,MONASH,MONASH,MELB_URBAN,-37.886731,145.145689,3149
T20150019299,44382,I,2473719.463,2402357.319,WYNDHAM,WYNDHAM,MELB_URBAN,-37.879503,144.701265,3029
T20150019302,294644,N,2505189.003,2404669.216,STONNINGTON,STONNINGTON,MELB_URBAN,-37.85903,145.058968,3146
T20150019304,294095,N,2492028.175,2348392.977,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.36599,144.908795,3939
T20150019305,357049,N,2400096.449,2515353.82,LODDON,LODDON,RURAL_VICTORIA,-36.856328,143.879547,3463
T20150019308,29746,I,2526805.583,2386178.987,CASEY,CASEY,MELB_URBAN,-38.025246,145.305293,3805
T20150019314,298475,N,2517679.035,2380049.045,FRANKSTON,FRANKSTON,MELB_URBAN,-38.08069,145.201497,3977
T20150019315,48173,I,2508476.106,2429822.637,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.632367,145.096035,3752
T20150019316,29393,I,2503197.695,2396441.432,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.933169,145.036374,3204
T20150019317,294262,N,2492191.761,2417214.406,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.745979,144.911399,3040
T20150019318,799838,N,2480779.438,2419256.142,BRIMBANK,BRIMBANK,MELB_URBAN,-37.727417,144.781957,3037
T20150019320,294057,N,2507503.885,2409178.089,BOROONDARA,BOROONDARA,MELB_URBAN,-37.81839,145.085229,3103
T20150019321,294472,N,2524664.767,2389161.431,CASEY,CASEY,MELB_URBAN,-37.998436,145.280811,3804
T20150019322,36448,I,2527248.404,2386002.583,CASEY,CASEY,MELB_URBAN,-38.026822,145.310343,3805
T20150019323,294046,N,2502666.881,2403687.077,GLEN EIRA,"GLEN EIRA,STONNINGTON",MELB_URBAN,-37.86789,145.03031,3161
T20150019325,41870,I,2520257.13,2400198.3,KNOX,KNOX,MELB_URBAN,-37.899106,145.230326,3179
T20150019331,259283,I,2441495.57,2368265.841,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.185161,144.332262,3216
T20150019337,40271,I,2502529.369,2404570.128,STONNINGTON,STONNINGTON,MELB_URBAN,-37.859934,145.028744,3144
T20150019338,294094,N,2501999.583,2347589.389,MORNINGTON PENINSULA,MORNINGTON PENINSULA,RURAL_VICTORIA,-38.37326,145.022879,3937
T20150019339,294285,N,2569727.271,2402601.359,YARRA RANGES,"BAW BAW,YARRA RANGES",RURAL_VICTORIA,-37.875061,145.792562,3797
T20150019340,61112,I,2502460.873,2430267.83,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.628391,145.02788,3076
T20150019343,294075,N,2533358.225,2381401.698,CARDINIA,CARDINIA,SMALL_TOWNS,-38.068072,145.380138,3809
T20150019345,294058,N,2505700.092,2411962.05,BOROONDARA,BOROONDARA,MELB_URBAN,-37.793319,145.06472,3104
T20150019348,294210,N,2615055.198,2575244.815,WANGARATTA,WANGARATTA,SMALL_CITIES,-36.314878,146.281324,3678
T20150019349,296615,N,2497250.165,2409327.937,MELBOURNE,MELBOURNE,MELB_URBAN,-37.817066,144.968768,3000
T20150019349,296615,N,2497250.165,2409327.937,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.817066,144.968768,3000
T20150019351,294759,N,2489725.769,2423376.907,HUME,HUME,MELB_URBAN,-37.690428,144.883503,3043
T20150019353,294624,I,2367880.629,2685890.054,SWAN HILL,SWAN HILL,RURAL_VICTORIA,-35.315643,143.547466,3585
T20150019355,294491,N,2496959.869,2407750.55,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.831277,144.965465,3205
T20150019356,295317,N,2503549.646,2424988.654,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.675956,145.040241,3075
T20150019357,294069,N,2462247.084,2421946.28,MELTON,MELTON,SMALL_CITIES,-37.702611,144.57186,3338
T20150019359,294081,N,2522271.007,2411349.726,MAROONDAH,MAROONDAH,MELB_URBAN,-37.798587,145.252887,3134
T20150019360,294073,N,2500560.507,2400180.224,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.89949,145.006373,3185
T20150019361,294114,N,2494591.057,2413521.377,MELBOURNE,MELBOURNE,MELB_URBAN,-37.779271,144.938597,3052
T20150019363,48492,I,2497368.964,2413239.939,YARRA,YARRA,MELB_URBAN,-37.781819,144.970131,3054
T20150019364,357053,N,2417075.406,2489158.842,MOUNT ALEXANDER,MOUNT ALEXANDER,RURAL_VICTORIA,-37.09404,144.06708,3462
T20150019366,38954,I,2503416.385,2410357.345,BOROONDARA,BOROONDARA,MELB_URBAN,-37.807789,145.038798,3101
T20150019369,40443,I,2505022.109,2404553.441,STONNINGTON,STONNINGTON,MELB_URBAN,-37.860074,145.057072,3146
T20150019371,294319,N,2512764.808,2375298.287,FRANKSTON,FRANKSTON,MELB_URBAN,-38.123569,145.14557,3200
T20150019374,296130,N,2472276.119,2404540.683,WYNDHAM,WYNDHAM,MELB_URBAN,-37.85979,144.684941,3029
T20150019375,294089,N,2527170.923,2386014.038,CASEY,CASEY,MELB_URBAN,-38.026721,145.30946,3805
T20150019376,295694,N,2519107.013,2395134.897,DANDENONG,DANDENONG,MELB_URBAN,-37.94475,145.21738,3175
T20150019377,71108,I,2446834.214,2385081.869,GEELONG,GEELONG,SMALL_CITIES,-38.033994,144.394414,3212
T20150019380,294636,N,2489590.727,2421103.632,BRIMBANK,BRIMBANK,MELB_URBAN,-37.71091,144.88194,3043
T20150019382,294299,N,2441049.849,2372784.911,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.144424,144.327539,3220
T20150019384,30010,I,2489433.793,2348255.081,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.367206,144.879111,3940
T20150019389,294141,N,2385105.956,2337168.817,COLAC OTWAY,COLAC OTWAY,RURAL_VICTORIA,-38.45997,143.683816,3249
T20150019390,357508,N,2495532.925,2407911.35,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.829823,144.949256,3205
T20150019400,294137,N,2520467.369,2396914.232,KNOX,KNOX,MELB_URBAN,-37.92869,145.232807,3178
T20150019402,294142,N,2526073.254,2380479.846,CASEY,CASEY,MELB_URBAN,-38.076611,145.297155,3977
T20150019403,295078,I,2455188.059,2358036.2,GEELONG,GEELONG,SMALL_CITIES,-38.278075,144.487909,3227
T20150019405,294074,N,2386411.625,2487402.379,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,RURAL_VICTORIA,-37.106659,143.721876,3465
T20150019406,294478,N,2470367.463,2399837.043,WYNDHAM,WYNDHAM,MELB_URBAN,-37.902109,144.663061,3030
T20150019408,298954,N,2398877.753,2436813.614,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.563933,143.855289,3350
T20150019409,38601,I,2487977.371,2411246.83,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.799703,144.863482,3012
T20150019410,45059,I,2484999.85,2414361.001,BRIMBANK,BRIMBANK,MELB_URBAN,-37.771601,144.829735,3020
T20150019411,294113,N,2495536.298,2468535.027,MITCHELL,MITCHELL,TOWNS,-37.28355,144.949658,3764
T20150019413,294078,N,2510611.121,2397875.892,MONASH,MONASH,MELB_URBAN,-37.92019,145.120683,3168
T20150019415,294086,N,2492649.876,2429483.932,HUME,HUME,MELB_URBAN,-37.635428,144.91672,3064
T20150019418,294191,N,2348369.695,2472567.281,PYRENEES,PYRENEES,RURAL_VICTORIA,-37.234957,143.290903,3469
T20150019419,40223,I,2501709.915,2404243.54,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.862879,145.019433,3161
T20150019420,294331,N,2424572.19,2435125.12,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.581577,144.145962,3342
T20150019423,357507,N,2493875.626,2423806.383,HUME,HUME,MELB_URBAN,-37.686595,144.930561,3047
T20150019424,294076,I,2439730.935,2365698.978,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.208171,144.31191,3216
T20150019425,294702,N,2529858.5,2438448.705,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.5542,145.337949,3763
T20150019429,294347,N,2667233.561,2596359.058,WODONGA,WODONGA,SMALL_CITIES,-36.116858,146.857701,3690
T20150019430,294326,N,2530055.157,2384642.425,CASEY,CASEY,MELB_URBAN,-38.038989,145.342365,3806
T20150019431,294348,I,2667881.176,2595042.858,WODONGA,WODONGA,SMALL_CITIES,-36.128604,146.86518,3690
T20150019432,295181,N,2511013.235,2372194.73,FRANKSTON,FRANKSTON,MELB_URBAN,-38.151551,145.125642,3199
T20150019433,300705,N,2510761.572,2404946.398,MONASH,"MONASH,WHITEHORSE",MELB_URBAN,-37.856485,145.122291,3149
T20150019435,294245,N,2505095.608,2401825.796,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.88465,145.057926,3163
T20150019436,45553,I,2495465.996,2414551.451,MORELAND,MERRI-BEK,MELB_URBAN,-37.769994,144.948536,3055
T20150019437,41879,I,2520662.515,2398147.079,KNOX,KNOX,MELB_URBAN,-37.917578,145.234992,3178
T20150019441,38022,I,2501080.806,2415148.182,DAREBIN,DAREBIN,MELB_URBAN,-37.764628,145.012267,3071
T20150019448,294542,N,2560795.859,2448173.589,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.465068,145.687306,3711
T20150019449,294199,N,2530476.681,2399271.284,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.907179,145.34656,3160
T20150019450,295686,N,2236914.887,2806891.253,MILDURA,MILDURA,SMALL_CITIES,-34.199169,142.148111,3500
T20150019453,295698,I,2515437.987,2356192.055,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.295643,145.176459,3915
T20150019454,35349,I,2496044.755,2408879.827,MELBOURNE,MELBOURNE,MELB_URBAN,-37.821099,144.955075,3008
T20150019454,35349,I,2496044.755,2408879.827,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.821099,144.955075,3008
T20150019457,50483,I,2432386.977,2521594.644,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.802957,144.242235,3555
T20150019458,294884,N,2463421.245,2394024.363,WYNDHAM,WYNDHAM,RURAL_VICTORIA,-37.954231,144.583791,3030
T20150019459,36794,I,2494977.188,2409797.79,MELBOURNE,MELBOURNE,MELB_URBAN,-37.812823,144.942955,3008
T20150019461,56166,I,2524043.484,2383580.493,CASEY,CASEY,MELB_URBAN,-38.048732,145.27392,3976
T20150019462,37016,I,2498551.858,2410066.747,MELBOURNE,MELBOURNE,MELB_URBAN,-37.810412,144.983554,3002
T20150019464,39258,I,2509598.413,2408810.213,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.821685,145.109023,3127
T20150019465,305518,N,2398297.064,2441588.915,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.520843,143.84937,3352
T20150019467,294557,N,2525822.21,2414138.235,MAROONDAH,MAROONDAH,MELB_URBAN,-37.77337,145.293113,3136
T20150019468,35299,I,2495497.409,2411359.797,MELBOURNE,MELBOURNE,MELB_URBAN,-37.798752,144.948873,3051
T20150019469,294753,N,2595701.122,2365595.786,BAW BAW,BAW BAW,RURAL_VICTORIA,-38.206115,146.092601,3823
T20150019470,294082,N,2506300.31,2424275.04,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.682371,145.07143,3083
T20150019472,29822,I,2488583.493,2413239.956,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.781752,144.870395,3012
T20150019474,36967,I,2497408.098,2409880.602,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.812087,144.970564,3000
T20150019476,37610,I,2498813.875,2406969.237,STONNINGTON,"MELBOURNE,STONNINGTON",MELB_URBAN,-37.838321,144.986525,3141
T20150019477,298822,N,2496798.73,2419251.644,MORELAND,MERRI-BEK,MELB_URBAN,-37.72765,144.963684,3058
T20150019478,294080,N,2374676.089,2423489.32,GOLDEN PLAINS,GOLDEN PLAINS,SMALL_TOWNS,-37.681045,143.579111,3360
T20150019480,294353,N,2423537.267,2626068.957,GANNAWARRA,GANNAWARRA,RURAL_VICTORIA,-35.860744,144.153469,3568
T20150019481,294187,N,2511709.684,2429286.804,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.63716,145.132679,3091
T20150019483,71769,I,2682518.068,2374715.345,WELLINGTON,WELLINGTON,SMALL_CITIES,-38.110935,147.081256,3850
T20150019488,295490,N,2731089.845,2405633.039,EAST GIPPSLAND,EAST GIPPSLAND,SMALL_CITIES,-37.821652,147.625149,3875
T20150019491,294116,N,2473038.263,2594912.608,CAMPASPE,CAMPASPE,RURAL_VICTORIA,-36.144217,144.70041,3564
T20150019492,295926,N,2508207.117,2363455.297,MORNINGTON PENINSULA,MORNINGTON PENINSULA,RURAL_VICTORIA,-38.230308,145.093727,3933
T20150019494,294111,N,2678143.259,2398733.377,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-37.89545,147.025559,3862
T20150019495,297941,N,2496503.07,2425554.2,HUME,HUME,MELB_URBAN,-37.67086,144.96036,3061
T20150019498,297162,I,2503059.033,2405930.683,STONNINGTON,STONNINGTON,MELB_URBAN,-37.847674,145.034758,3144
T20150019499,295008,N,2452722.873,2446790.715,MACEDON RANGES,MACEDON RANGES,RURAL_VICTORIA,-37.478311,144.465434,3437
T20150019500,294107,N,2495387.867,2411914.013,MELBOURNE,MELBOURNE,MELB_URBAN,-37.793758,144.947633,3052
T20150019501,357056,N,2504675.557,2405407.313,STONNINGTON,STONNINGTON,MELB_URBAN,-37.852383,145.053129,3146
T20150019502,235611,I,2494009.567,2431178.369,HUME,HUME,MELB_URBAN,-37.62017,144.932139,3064
T20150019503,35524,I,2509919.986,2404277.982,MONASH,MONASH,MELB_URBAN,-37.862517,145.112736,3149
T20150019510,294101,N,2517949.515,2372799.827,FRANKSTON,FRANKSTON,MELB_URBAN,-38.145991,145.204758,3910
T20150019513,294184,N,2512414.816,2434285.438,WHITTLESEA,"NILLUMBIK,WHITTLESEA",RURAL_VICTORIA,-37.592109,145.140585,3754
T20150019517,221693,I,2520016.002,2410019.44,MAROONDAH,MAROONDAH,MELB_URBAN,-37.810624,145.227317,3134
T20150019519,294087,I,2498200.76,2403634.941,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.868362,144.979551,3182
T20150019520,294327,N,2503033.755,2420739.827,DAREBIN,DAREBIN,MELB_URBAN,-37.714241,145.03441,3083
T20150019521,294749,N,2521569.681,2390967.667,CASEY,CASEY,MELB_URBAN,-37.98224,145.24552,3802
T20150019525,298871,N,2499023.86,2408534.29,YARRA,"MELBOURNE,YARRA",MELB_URBAN,-37.82422,144.988912,3121
T20150019526,357058,N,2477486.613,2418724.899,MELTON,MELTON,MELB_URBAN,-37.732129,144.744586,3023
T20150019527,47573,I,2493945.084,2428868.134,HUME,HUME,MELB_URBAN,-37.640986,144.93139,3048
T20150019528,294155,N,2633302.419,2366659.041,LATROBE,LATROBE,SMALL_CITIES,-38.191887,146.52163,3844
T20150019531,29623,I,2514890.864,2404326.255,WHITEHORSE,"MONASH,WHITEHORSE",MELB_URBAN,-37.862016,145.169227,3150
T20150019533,295940,N,2521796.687,2411707,MAROONDAH,MAROONDAH,MELB_URBAN,-37.795379,145.24749,3134
T20150019535,294489,N,2648412.367,2595190.706,INDIGO,INDIGO,RURAL_VICTORIA,-36.13051,146.648897,3688
T20150019537,295189,N,2573078.452,2543506.391,STRATHBOGIE,STRATHBOGIE,RURAL_VICTORIA,-36.605076,145.816908,3670
T20150019538,277792,N,2518261.867,2388653.567,DANDENONG,DANDENONG,MELB_URBAN,-38.003159,145.207926,3175
T20150019540,39673,I,2521273.339,2411794.048,MAROONDAH,MAROONDAH,MELB_URBAN,-37.794607,145.241545,3134
T20150019542,277408,I,2509956.191,2423513.985,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.689197,145.112889,3088
T20150019547,294099,I,2523964.845,2377809.38,CASEY,CASEY,MELB_URBAN,-38.100725,145.273213,3977
T20150019548,16850,I,2265999.697,2369246.616,MOYNE,MOYNE,RURAL_VICTORIA,-38.148614,142.330217,3283
T20150019549,606037,N,2433038.59,2490998.272,MOUNT ALEXANDER,MOUNT ALEXANDER,TOWNS,-37.078738,144.246825,3451
T20150019551,295786,N,2524208.459,2388637.253,CASEY,CASEY,MELB_URBAN,-38.00317,145.275633,3803
T20150019553,29592,I,2498537.079,2405079.13,PORT PHILLIP,"STONNINGTON,PORT PHILLIP",MELB_URBAN,-37.85535,144.983376,3182
T20150019554,35808,I,2477837.35,2596744.226,CAMPASPE,CAMPASPE,SMALL_CITIES,-36.127834,144.753788,3564
T20150019555,265740,I,2493684.505,2416632.342,MORELAND,MERRI-BEK,MELB_URBAN,-37.751235,144.928333,3055
T20150019557,811943,I,2475915.684,2421648.725,MELTON,MELTON,RURAL_VICTORIA,-37.705745,144.726859,3336
T20150019558,294889,N,2429814.397,2512243.664,BENDIGO,BENDIGO,RURAL_VICTORIA,-36.887041,144.212537,3453
T20150019559,38179,I,2505018.39,2417541.531,BANYULE,BANYULE,MELB_URBAN,-37.743051,145.056942,3081
T20150019560,289584,I,2518266.059,2388677.076,DANDENONG,DANDENONG,MELB_URBAN,-38.002948,145.207973,3175
T20150019562,42919,I,2515373.715,2392870.918,DANDENONG,DANDENONG,MELB_URBAN,-37.965216,145.174954,3174
T20150019563,297862,N,2523698,2409227.848,MAROONDAH,MAROONDAH,MELB_URBAN,-37.81767,145.269158,3136
T20150019564,44865,I,2237736.015,2806112.556,MILDURA,MILDURA,SMALL_CITIES,-34.2064,142.156755,3500
T20150019565,294088,N,2537285.012,2423589.88,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.68782,145.422751,3770
T20150019567,294154,N,2534581.721,2391186.9,CARDINIA,CARDINIA,RURAL_VICTORIA,-37.979871,145.39362,3808
T20150019569,294451,N,2400921.254,2435833.849,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.57298,143.878289,3350
T20150019570,41106,I,2498981.694,2399700.174,BAYSIDE,BAYSIDE,MELB_URBAN,-37.903814,144.988421,3186
T20150019571,29550,I,2503842.68,2407907.846,BOROONDARA,BOROONDARA,MELB_URBAN,-37.829857,145.043652,3122
T20150019575,296273,N,2493395.257,2428956.289,HUME,HUME,MELB_URBAN,-37.640188,144.92516,3064
T20150019576,357057,N,2502494.214,2390188.308,BAYSIDE,BAYSIDE,MELB_URBAN,-37.989509,145.028393,3193
T20150019577,296731,N,2518239.825,2373489.404,FRANKSTON,FRANKSTON,MELB_URBAN,-38.139773,145.208052,3910
T20150019578,357059,N,2573797.659,2372324.293,BAW BAW,BAW BAW,TOWNS,-38.147509,145.841869,3818
T20150019579,295456,N,2522280.905,2408382.286,MAROONDAH,MAROONDAH,MELB_URBAN,-37.825323,145.253089,3135
T20150019581,301426,N,2495185.735,2412116.678,MELBOURNE,MELBOURNE,MELB_URBAN,-37.791931,144.945339,3052
T20150019582,240343,I,2495453.151,2408420.97,MELBOURNE,MELBOURNE,MELB_URBAN,-37.825231,144.948353,3008
T20150019586,177,I,2518691.583,2386013.7,DANDENONG,DANDENONG,MELB_URBAN,-38.026934,145.212886,3175
T20150019587,294783,N,2435006.923,2441503.279,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.524891,144.264663,3458
T20150019588,294237,N,2505868.009,2391590.503,KINGSTON,KINGSTON,MELB_URBAN,-37.976861,145.066789,3194
T20150019589,295307,N,2478372.493,2413000.35,MELTON,"BRIMBANK,MELTON",MELB_URBAN,-37.78373,144.754469,3026
T20150019591,32339,I,2518878.903,2404284.845,KNOX,KNOX,MELB_URBAN,-37.862316,145.21455,3152
T20150019592,294618,N,2499674.969,2410337.924,YARRA,YARRA,MELB_URBAN,-37.80797,144.996309,3067
T20150019593,294343,N,2690733.822,2499754.145,(MOUNT HOTHAM),(MOUNT HOTHAM),SMALL_TOWNS,-36.982869,147.142821,3741
T20150019596,39728,I,2484145.285,2418354.975,BRIMBANK,BRIMBANK,MELB_URBAN,-37.7356,144.82012,3021
T20150019599,357062,N,2525531.337,2435555.363,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.5804,145.289073,3761
T20150019600,294190,N,2505805.295,2410000.547,BOROONDARA,BOROONDARA,MELB_URBAN,-37.810992,145.06593,3103
T20150019605,294784,N,2529979.105,2450242.527,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.447922,145.338839,3763
T20150019606,294152,N,2497110.959,2409345.1,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.816911,144.967187,3000
T20150019608,294586,N,2226771.455,2591066.656,HINDMARSH,HINDMARSH,RURAL_VICTORIA,-36.139988,141.96363,3423
T20150019609,41143,I,2499360.117,2398742.554,BAYSIDE,BAYSIDE,MELB_URBAN,-37.912442,144.992723,3186
T20150019610,357509,N,2695800.537,2525383.454,ALPINE,ALPINE,RURAL_VICTORIA,-36.750909,147.193092,3699
T20150019613,294151,N,2781432.788,2442506.966,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.475714,148.18265,3885
T20150019615,62737,I,2501850.063,2418975.892,DAREBIN,DAREBIN,MELB_URBAN,-37.730138,145.020988,3073
T20150019617,42824,I,2507458.556,2388555.635,KINGSTON,KINGSTON,MELB_URBAN,-38.004191,145.084923,3195
T20150019619,296312,I,2462716.465,2423185.341,MELTON,MELTON,SMALL_CITIES,-37.691465,144.577245,3337
T20150019620,294677,N,2701175.506,2364710.115,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.19718,147.29668,3851
T20150019621,294269,N,2512793.71,2510511.577,STRATHBOGIE,STRATHBOGIE,RURAL_VICTORIA,-36.90518,145.143574,3663
T20150019625,41032,I,2492075.214,2424883.456,HUME,HUME,MELB_URBAN,-37.676877,144.910159,3047
T20150019627,294218,N,2509400.78,2412098.128,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.792063,145.106736,3108
T20150019633,294157,N,2502619.475,2427045.003,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.65743,145.029689,3076
T20150019637,36488,I,2498175.994,2411949.112,YARRA,YARRA,MELB_URBAN,-37.793451,144.97929,3065
T20150019642,294920,N,2501637.485,2467671.628,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.29134,145.01847,3764
T20150019643,294209,N,2438358.486,2367028.813,GEELONG,GEELONG,RURAL_VICTORIA,-38.196101,144.296354,3216
T20150019644,294197,N,2502721.293,2400170.849,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.89957,145.030942,3162
T20150019645,294189,N,2595800.246,2463572.335,MANSFIELD,MANSFIELD,RURAL_VICTORIA,-37.323381,146.081031,3723
T20150019647,294260,N,2545885.778,2420802.652,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.71255,145.520441,3777
T20150019650,296813,N,2369256.043,2682145.381,SWAN HILL,SWAN HILL,TOWNS,-35.34957,143.561963,3585
T20150019651,37300,I,2500644.448,2409364.236,YARRA,YARRA,MELB_URBAN,-37.816743,145.007319,3121
T20150019652,40952,I,2523433.012,2406666.556,KNOX,KNOX,MELB_URBAN,-37.840754,145.26623,3153
T20150019655,294196,N,2511632.017,2428827.475,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.6413,145.131807,3091
T20150019655,294196,N,2511632.017,2428827.475,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.6413,145.131807,3091
T20150019660,278539,I,2517281.961,2392467.298,DANDENONG,DANDENONG,MELB_URBAN,-37.968819,145.196679,3175
T20150019661,43259,I,2517236.985,2387636.249,DANDENONG,DANDENONG,MELB_URBAN,-38.012344,145.196281,3175
T20150019662,43046,I,2518622.939,2390930.048,DANDENONG,DANDENONG,MELB_URBAN,-37.982643,145.211979,3175
T20150019663,295995,I,2508153.984,2402078.082,MONASH,MONASH,MELB_URBAN,-37.882355,145.092691,3148
T20150019665,294303,N,2518488.791,2394612.328,DANDENONG,DANDENONG,MELB_URBAN,-37.94947,145.21036,3175
T20150019667,46197,I,2519756.429,2393134.884,DANDENONG,DANDENONG,MELB_URBAN,-37.962755,145.224822,3175
T20150019669,294235,N,2479152.997,2419358.433,MELTON,MELTON,MELB_URBAN,-37.72646,144.763509,3023
T20150019671,296199,N,2682610.775,2397611.217,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-37.904691,147.076618,3862
T20150019673,29873,I,2507949.438,2402073.166,STONNINGTON,"MONASH,STONNINGTON",MELB_URBAN,-37.882401,145.090366,3148
